ShipmentID,Product,Quantity,UnitCost,Supplier,Warehouse,ShipmentDate,TransportMode,Destination,Status,DeliveryDate
SHP00498,Laptop,19,408.96,NetSys,WH-A,24-04-2023,Air,Houston,Delayed,30-04-2023
SHP00499,Laptop,280,140.66,GadgetPro,WH-A,21-09-2023,Truck,Phoenix,Delivered,23-09-2023
SHP00500,Laptop,282,715.46,GadgetPro,WH-A,05-03-2023,Air,New York,In Transit,13-03-2023
SHP00501,Monitor,433,1112.46,NetSys,WH-B,15-05-2023,Ship,Phoenix,Delivered,19-05-2023
SHP00502,Laptop,411,929.76,TechCorp,WH-C,10-02-2023,Truck,Phoenix,In Transit,19-02-2023
SHP00503,Keyboard,192,1025.66,Digitron,WH-A,23-10-2023,Rail,New York,Delivered,31-10-2023
SHP00504,Tablet,466,167.67,GadgetPro,WH-A,03-01-2023,Truck,New York,Delivered,06-01-2023
SHP00505,Tablet,162,1429.66,NetSys,WH-A,13-07-2023,Ship,Los Angeles,Delayed,16-07-2023
SHP00506,Laptop,497,1265.81,Innovatek,WH-C,20-04-2023,Ship,Houston,In Transit,28-04-2023
SHP00507,Monitor,324,1217.38,GadgetPro,WH-A,09-08-2023,Air,Los Angeles,Delayed,11-08-2023
SHP00508,Monitor,343,1243.33,Digitron,WH-C,04-01-2023,Truck,Los Angeles,Delivered,13-01-2023
SHP00509,Keyboard,133,1402.43,TechCorp,WH-B,01-09-2023,Truck,New York,Delayed,05-09-2023
SHP00510,Laptop,482,839.17,GadgetPro,WH-B,15-06-2023,Truck,New York,Delivered,21-06-2023
SHP00511,Tablet,123,340.41,GadgetPro,WH-B,26-01-2023,Air,Houston,Delivered,29-01-2023
SHP00512,Monitor,287,944.34,NetSys,WH-C,17-01-2023,Ship,Phoenix,Delivered,20-01-2023
SHP00513,Laptop,423,1127.18,Innovatek,WH-A,04-08-2023,Rail,Los Angeles,In Transit,07-08-2023
SHP00514,Monitor,477,1119.98,Innovatek,WH-A,02-04-2023,Truck,Houston,In Transit,12-04-2023
SHP00515,Monitor,222,806.1,TechCorp,WH-A,31-01-2023,Air,Los Angeles,In Transit,02-02-2023
SHP00516,Tablet,181,149.27,Digitron,WH-A,24-07-2023,Air,Phoenix,Delayed,01-08-2023
SHP00517,Phone,297,588.11,TechCorp,WH-A,26-07-2023,Rail,Los Angeles,Delivered,04-08-2023
SHP00518,Keyboard,444,1385.11,GadgetPro,WH-C,17-04-2023,Ship,Chicago,Delayed,25-04-2023
SHP00519,Keyboard,183,897.45,GadgetPro,WH-B,26-05-2023,Truck,Houston,Delayed,05-06-2023
SHP00520,Tablet,122,830.58,Innovatek,WH-A,11-04-2023,Truck,New York,Delivered,14-04-2023
SHP00521,Monitor,385,439.84,Digitron,WH-B,14-11-2023,Air,Los Angeles,Delayed,21-11-2023
SHP00522,Laptop,414,584.25,NetSys,WH-C,29-08-2023,Ship,Houston,Delivered,08-09-2023
SHP00523,Monitor,492,1348.25,Digitron,WH-C,04-09-2023,Truck,Houston,Delivered,06-09-2023
SHP00524,Tablet,131,1016.37,GadgetPro,WH-A,12-06-2023,Rail,Los Angeles,Delivered,16-06-2023
SHP00525,Keyboard,41,1191.71,NetSys,WH-C,22-06-2023,Ship,New York,Delivered,28-06-2023
SHP00526,Monitor,231,708.8,Digitron,WH-B,04-02-2023,Ship,New York,Delayed,09-02-2023
SHP00527,Keyboard,128,963.86,Digitron,WH-A,11-10-2023,Air,Los Angeles,Delayed,20-10-2023
SHP00528,Laptop,48,410.16,NetSys,WH-A,25-12-2023,Air,Houston,Delayed,04-01-2024
SHP00529,Keyboard,277,1072.92,GadgetPro,WH-B,24-12-2023,Truck,New York,In Transit,28-12-2023
SHP00530,Keyboard,242,670.02,Digitron,WH-A,21-01-2023,Air,Los Angeles,Delayed,26-01-2023
SHP00531,Phone,440,691.69,NetSys,WH-A,04-11-2023,Ship,Los Angeles,Delayed,08-11-2023
SHP00532,Phone,27,991.52,GadgetPro,WH-B,12-06-2023,Truck,Los Angeles,In Transit,20-06-2023
SHP00533,Phone,158,1407.61,NetSys,WH-A,07-04-2023,Truck,Houston,Delivered,15-04-2023
SHP00534,Keyboard,406,142.81,NetSys,WH-A,03-11-2023,Ship,New York,Delivered,06-11-2023
SHP00535,Tablet,158,1245.88,Digitron,WH-B,05-12-2023,Truck,Houston,Delivered,06-12-2023
SHP00536,Keyboard,135,473.96,GadgetPro,WH-C,24-02-2023,Rail,Chicago,In Transit,02-03-2023
SHP00537,Tablet,401,693.68,Digitron,WH-B,29-11-2023,Rail,New York,Delayed,01-12-2023
SHP00538,Tablet,311,81.77,TechCorp,WH-A,07-05-2023,Truck,Houston,Delayed,09-05-2023
SHP00539,Phone,369,486.52,TechCorp,WH-B,12-07-2023,Air,New York,Delayed,15-07-2023
SHP00540,Monitor,247,778.82,GadgetPro,WH-A,31-08-2023,Rail,Chicago,Delayed,08-09-2023
SHP00541,Laptop,144,131.46,NetSys,WH-A,15-12-2023,Truck,Phoenix,In Transit,18-12-2023
SHP00542,Phone,160,762.09,Digitron,WH-B,29-03-2023,Rail,Los Angeles,Delayed,05-04-2023
SHP00543,Phone,245,1394.31,Digitron,WH-A,02-12-2023,Air,Houston,Delivered,12-12-2023
SHP00544,Monitor,233,202.82,GadgetPro,WH-C,03-08-2023,Ship,Chicago,In Transit,13-08-2023
SHP00545,Laptop,212,1158.44,GadgetPro,WH-A,02-04-2023,Truck,Chicago,In Transit,11-04-2023
SHP00546,Keyboard,265,644.02,TechCorp,WH-B,30-10-2023,Truck,New York,Delivered,07-11-2023
SHP00547,Keyboard,95,1000,Innovatek,WH-C,23-08-2023,Truck,New York,Delivered,24-08-2023
SHP00548,Phone,159,427.34,GadgetPro,WH-C,03-07-2023,Truck,Los Angeles,Delayed,10-07-2023
SHP00549,Laptop,244,281.26,Innovatek,WH-A,07-02-2023,Truck,New York,Delivered,14-02-2023
SHP00550,Phone,354,282.67,GadgetPro,WH-B,19-05-2023,Truck,Houston,In Transit,27-05-2023
SHP00551,Tablet,31,152.21,NetSys,WH-A,14-07-2023,Air,Houston,In Transit,24-07-2023
SHP00552,Phone,357,319.19,NetSys,WH-A,15-01-2023,Ship,Houston,In Transit,20-01-2023
SHP00553,Phone,294,1013.12,TechCorp,WH-B,14-09-2023,Air,Phoenix,Delayed,24-09-2023
SHP00554,Keyboard,278,1328.45,TechCorp,WH-B,15-05-2023,Air,Houston,Delayed,24-05-2023
SHP00555,Keyboard,475,1230.48,Innovatek,WH-A,01-01-2023,Ship,New York,Delivered,10-01-2023
SHP00556,Keyboard,267,1043.44,GadgetPro,WH-C,18-02-2023,Air,New York,Delayed,26-02-2023
SHP00557,Tablet,38,210.13,Digitron,WH-A,06-04-2023,Rail,Houston,Delayed,12-04-2023
SHP00558,Keyboard,222,469.32,TechCorp,WH-C,20-07-2023,Air,Chicago,In Transit,26-07-2023
SHP00559,Laptop,472,499.22,Digitron,WH-A,26-01-2023,Truck,Chicago,In Transit,27-01-2023
SHP00560,Monitor,445,412.44,Digitron,WH-B,09-12-2023,Rail,Chicago,Delivered,15-12-2023
SHP00561,Laptop,292,796.76,GadgetPro,WH-C,23-08-2023,Rail,Los Angeles,In Transit,27-08-2023
SHP00562,Laptop,59,826.55,Innovatek,WH-B,15-12-2023,Ship,Phoenix,Delayed,19-12-2023
SHP00563,Keyboard,104,567.48,GadgetPro,WH-B,01-09-2023,Air,Houston,Delivered,03-09-2023
SHP00564,Monitor,472,562.99,TechCorp,WH-B,24-12-2023,Air,Los Angeles,Delivered,28-12-2023
SHP00565,Monitor,416,1251.41,Digitron,WH-B,23-11-2023,Rail,Chicago,In Transit,28-11-2023
SHP00566,Monitor,97,1194.47,GadgetPro,WH-B,17-12-2023,Air,Houston,In Transit,22-12-2023
SHP00567,Tablet,53,496.3,GadgetPro,WH-A,20-02-2023,Air,Los Angeles,In Transit,25-02-2023
SHP00568,Keyboard,470,1374.99,GadgetPro,WH-C,22-03-2023,Ship,New York,Delivered,26-03-2023
SHP00569,Monitor,287,1431.58,TechCorp,WH-A,05-02-2023,Rail,Chicago,In Transit,06-02-2023
SHP00570,Tablet,180,523.78,Innovatek,WH-A,08-03-2023,Truck,Los Angeles,Delayed,18-03-2023
SHP00571,Phone,430,563.92,GadgetPro,WH-A,09-05-2023,Rail,New York,Delivered,17-05-2023
SHP00572,Phone,198,783.17,TechCorp,WH-B,04-06-2023,Ship,Chicago,In Transit,07-06-2023
SHP00573,Tablet,362,1414.63,Digitron,WH-A,02-09-2023,Ship,Phoenix,Delayed,04-09-2023
SHP00574,Tablet,193,1320.66,NetSys,WH-C,21-04-2023,Ship,Chicago,Delayed,30-04-2023
SHP00575,Keyboard,12,198.72,TechCorp,WH-A,17-06-2023,Air,Phoenix,In Transit,24-06-2023
SHP00576,Keyboard,200,619.46,NetSys,WH-B,22-05-2023,Rail,Phoenix,Delayed,31-05-2023
SHP00577,Phone,127,852.39,GadgetPro,WH-C,22-12-2023,Air,Phoenix,Delivered,24-12-2023
SHP00578,Monitor,28,779.54,GadgetPro,WH-C,16-07-2023,Air,Houston,Delivered,25-07-2023
SHP00579,Phone,32,331.1,TechCorp,WH-C,19-04-2023,Rail,Houston,Delayed,29-04-2023
SHP00580,Monitor,422,1295.28,NetSys,WH-C,20-03-2023,Ship,Phoenix,Delivered,29-03-2023
SHP00581,Monitor,39,1031.56,GadgetPro,WH-A,10-06-2023,Truck,New York,In Transit,19-06-2023
SHP00582,Keyboard,304,1264.97,Digitron,WH-B,19-01-2023,Truck,Phoenix,Delayed,29-01-2023
SHP00583,Laptop,117,1295.21,Innovatek,WH-C,07-05-2023,Rail,Los Angeles,Delivered,17-05-2023
SHP00584,Laptop,376,1135.12,Innovatek,WH-C,24-07-2023,Rail,Phoenix,In Transit,28-07-2023
SHP00585,Tablet,290,686.86,GadgetPro,WH-B,29-01-2023,Ship,Houston,In Transit,08-02-2023
SHP00586,Keyboard,137,935.29,NetSys,WH-A,26-07-2023,Rail,Houston,Delivered,29-07-2023
SHP00587,Monitor,238,282.53,GadgetPro,WH-C,07-10-2023,Rail,Los Angeles,Delayed,13-10-2023
SHP00588,Laptop,120,1026.79,NetSys,WH-A,31-05-2023,Ship,Los Angeles,In Transit,03-06-2023
SHP00589,Monitor,145,309.92,Digitron,WH-A,28-08-2023,Ship,Chicago,In Transit,06-09-2023
SHP00590,Laptop,371,1056.23,NetSys,WH-A,23-09-2023,Air,New York,In Transit,26-09-2023
SHP00591,Laptop,195,382.92,GadgetPro,WH-A,01-07-2023,Rail,New York,In Transit,03-07-2023
SHP00592,Laptop,153,220.45,Digitron,WH-C,15-04-2023,Truck,New York,Delayed,23-04-2023
SHP00593,Keyboard,81,289.66,TechCorp,WH-C,24-08-2023,Rail,Houston,Delivered,30-08-2023
SHP00594,Phone,138,52.89,Innovatek,WH-A,22-06-2023,Truck,New York,Delivered,30-06-2023
SHP00595,Monitor,373,1092.17,GadgetPro,WH-A,07-06-2023,Truck,Chicago,Delivered,14-06-2023
SHP00596,Keyboard,270,1111.98,GadgetPro,WH-B,21-06-2023,Truck,Chicago,In Transit,24-06-2023
SHP00597,Keyboard,12,796.65,GadgetPro,WH-B,07-11-2023,Air,New York,Delayed,15-11-2023
SHP00598,Keyboard,458,283.98,Digitron,WH-B,06-06-2023,Ship,Los Angeles,Delivered,16-06-2023
SHP00599,Keyboard,397,171.15,TechCorp,WH-C,15-09-2023,Ship,Chicago,Delayed,16-09-2023
SHP00600,Keyboard,113,77.74,NetSys,WH-B,13-06-2023,Air,Los Angeles,Delivered,14-06-2023
SHP00601,Tablet,492,290.33,TechCorp,WH-C,27-05-2023,Ship,Houston,In Transit,06-06-2023
SHP00602,Monitor,233,1341.74,Digitron,WH-C,03-06-2023,Air,Chicago,Delivered,11-06-2023
SHP00603,Keyboard,329,400.23,GadgetPro,WH-C,07-02-2023,Rail,Los Angeles,In Transit,16-02-2023
SHP00604,Monitor,371,563.69,Innovatek,WH-C,11-05-2023,Air,New York,In Transit,21-05-2023
SHP00605,Tablet,363,202.75,GadgetPro,WH-B,24-12-2023,Ship,Houston,Delivered,30-12-2023
SHP00606,Tablet,482,372.42,NetSys,WH-A,12-09-2023,Ship,Phoenix,Delayed,17-09-2023
SHP00607,Monitor,19,802.88,Innovatek,WH-A,27-07-2023,Rail,Phoenix,In Transit,29-07-2023
SHP00608,Laptop,414,931.24,GadgetPro,WH-A,05-04-2023,Air,New York,Delayed,14-04-2023
SHP00609,Phone,393,405.76,Innovatek,WH-B,14-12-2023,Rail,Houston,Delivered,20-12-2023
SHP00610,Laptop,311,133.71,TechCorp,WH-A,23-11-2023,Truck,Houston,In Transit,01-12-2023
SHP00611,Laptop,240,617,Digitron,WH-B,20-06-2023,Air,Houston,Delayed,29-06-2023
SHP00612,Laptop,228,389.59,GadgetPro,WH-B,07-09-2023,Rail,Houston,In Transit,16-09-2023
SHP00613,Keyboard,420,368.35,NetSys,WH-B,09-07-2023,Rail,Phoenix,Delivered,17-07-2023
SHP00614,Tablet,75,1441.8,TechCorp,WH-A,18-07-2023,Ship,Los Angeles,In Transit,28-07-2023
SHP00615,Laptop,434,943.64,GadgetPro,WH-A,09-08-2023,Air,Houston,Delivered,17-08-2023
SHP00616,Tablet,121,857.47,TechCorp,WH-A,24-01-2023,Truck,Los Angeles,Delayed,27-01-2023
SHP00617,Monitor,22,652.87,NetSys,WH-C,01-09-2023,Truck,Houston,In Transit,04-09-2023
SHP00618,Phone,402,671.97,GadgetPro,WH-B,20-11-2023,Air,Chicago,Delayed,22-11-2023
SHP00619,Monitor,429,834.31,NetSys,WH-C,08-05-2023,Air,Chicago,Delivered,09-05-2023
SHP00620,Monitor,95,1059.82,Innovatek,WH-B,03-04-2023,Rail,Chicago,Delivered,07-04-2023
SHP00621,Keyboard,243,1068.11,NetSys,WH-A,27-10-2023,Ship,Houston,Delayed,29-10-2023
SHP00622,Phone,99,298.96,Innovatek,WH-B,13-05-2023,Ship,Los Angeles,Delayed,15-05-2023
SHP00623,Monitor,323,775.16,GadgetPro,WH-B,24-02-2023,Ship,Phoenix,Delivered,01-03-2023
SHP00624,Monitor,63,647.34,Innovatek,WH-C,07-06-2023,Air,New York,Delayed,11-06-2023
SHP00625,Phone,21,1312.26,GadgetPro,WH-B,29-01-2023,Ship,Phoenix,Delivered,30-01-2023
SHP00626,Phone,218,965.56,GadgetPro,WH-A,30-07-2023,Rail,Houston,Delayed,08-08-2023
SHP00627,Monitor,471,822.13,Digitron,WH-B,03-06-2023,Air,Chicago,Delivered,07-06-2023
SHP00628,Phone,23,217.32,GadgetPro,WH-B,20-10-2023,Air,Chicago,Delivered,25-10-2023
SHP00629,Monitor,130,928.17,Innovatek,WH-B,10-08-2023,Ship,Los Angeles,In Transit,17-08-2023
SHP00630,Monitor,427,219.95,Digitron,WH-C,25-04-2023,Truck,Houston,Delivered,27-04-2023
SHP00631,Keyboard,446,538.95,Digitron,WH-B,07-06-2023,Truck,Phoenix,Delivered,15-06-2023
SHP00632,Laptop,386,257.12,GadgetPro,WH-B,16-09-2023,Rail,Houston,In Transit,18-09-2023
SHP00633,Monitor,29,1053.51,NetSys,WH-C,08-09-2023,Ship,Houston,In Transit,18-09-2023
SHP00634,Tablet,84,349.07,NetSys,WH-C,02-05-2023,Ship,Chicago,Delayed,07-05-2023
SHP00635,Laptop,409,618.2,Digitron,WH-C,26-10-2023,Air,Phoenix,Delayed,28-10-2023
SHP00636,Laptop,252,1348.73,GadgetPro,WH-C,20-09-2023,Air,New York,Delivered,22-09-2023
SHP00637,Laptop,232,346.26,NetSys,WH-A,18-02-2023,Ship,Chicago,Delayed,22-02-2023
SHP00638,Keyboard,79,786.32,GadgetPro,WH-A,25-11-2023,Air,Phoenix,Delayed,29-11-2023
SHP00639,Monitor,321,657.94,GadgetPro,WH-B,24-10-2023,Ship,Los Angeles,Delivered,01-11-2023
SHP00640,Keyboard,220,76.28,Digitron,WH-A,28-12-2023,Rail,Chicago,In Transit,03-01-2024
SHP00641,Monitor,110,1199.5,Digitron,WH-B,18-03-2023,Air,Los Angeles,In Transit,28-03-2023
SHP00642,Keyboard,195,150.12,TechCorp,WH-A,07-05-2023,Ship,Chicago,Delivered,15-05-2023
SHP00643,Keyboard,141,737.67,NetSys,WH-C,16-07-2023,Air,Houston,Delivered,23-07-2023
SHP00644,Tablet,120,862.98,NetSys,WH-C,09-08-2023,Rail,Phoenix,Delivered,19-08-2023
SHP00645,Keyboard,390,961.22,NetSys,WH-A,01-04-2023,Air,Los Angeles,Delivered,05-04-2023
SHP00646,Phone,141,1048.52,Innovatek,WH-A,08-01-2023,Ship,Chicago,Delivered,10-01-2023
SHP00647,Tablet,29,417.24,GadgetPro,WH-B,01-02-2023,Air,Los Angeles,Delivered,10-02-2023
SHP00648,Keyboard,403,64.47,Digitron,WH-B,16-11-2023,Air,Chicago,Delayed,18-11-2023
SHP00649,Laptop,33,1098.99,NetSys,WH-B,26-09-2023,Ship,Chicago,Delayed,27-09-2023
SHP00650,Phone,236,826.7,TechCorp,WH-C,10-07-2023,Truck,New York,Delayed,18-07-2023
SHP00651,Phone,163,1262.37,NetSys,WH-C,15-12-2023,Air,New York,In Transit,25-12-2023
SHP00652,Phone,302,1241.01,GadgetPro,WH-C,12-06-2023,Air,New York,Delivered,21-06-2023
SHP00653,Tablet,239,1272.82,GadgetPro,WH-C,02-03-2023,Rail,Los Angeles,Delivered,03-03-2023
SHP00654,Keyboard,478,753.39,Digitron,WH-B,21-09-2023,Truck,Houston,Delayed,28-09-2023
SHP00655,Keyboard,319,533.76,Innovatek,WH-C,12-10-2023,Rail,Chicago,In Transit,14-10-2023
SHP00656,Laptop,497,1197.76,Digitron,WH-C,05-04-2023,Ship,Phoenix,Delayed,11-04-2023
SHP00657,Laptop,368,704.38,NetSys,WH-C,10-02-2023,Ship,New York,Delivered,15-02-2023
SHP00658,Phone,414,315.99,TechCorp,WH-C,29-05-2023,Rail,Los Angeles,Delivered,30-05-2023
SHP00659,Laptop,211,1289.71,Digitron,WH-A,23-07-2023,Air,Los Angeles,Delayed,25-07-2023
SHP00660,Tablet,47,1329.71,Innovatek,WH-B,24-09-2023,Truck,Los Angeles,Delayed,26-09-2023
SHP00661,Keyboard,439,726.15,Digitron,WH-B,02-01-2023,Rail,Phoenix,Delivered,12-01-2023
SHP00662,Phone,269,159.76,GadgetPro,WH-C,27-06-2023,Rail,Phoenix,Delayed,07-07-2023
SHP00663,Laptop,197,612.35,NetSys,WH-A,13-07-2023,Ship,New York,Delivered,19-07-2023
SHP00664,Tablet,66,1215.13,NetSys,WH-B,02-12-2023,Air,Phoenix,Delayed,03-12-2023
SHP00665,Tablet,438,1357.57,NetSys,WH-B,15-07-2023,Truck,New York,In Transit,19-07-2023
SHP00666,Laptop,29,345.04,NetSys,WH-C,09-12-2023,Rail,Phoenix,Delivered,19-12-2023
SHP00667,Keyboard,282,147.11,NetSys,WH-C,06-09-2023,Truck,Phoenix,In Transit,11-09-2023
SHP00668,Laptop,128,1322.16,NetSys,WH-B,31-07-2023,Truck,Phoenix,Delayed,02-08-2023
SHP00669,Phone,80,614.64,TechCorp,WH-B,02-06-2023,Rail,New York,In Transit,04-06-2023
SHP00670,Laptop,13,835.55,Innovatek,WH-A,07-06-2023,Truck,Chicago,Delayed,14-06-2023
SHP00671,Tablet,230,1453.7,NetSys,WH-B,28-12-2023,Ship,New York,In Transit,04-01-2024
SHP00672,Laptop,23,146.52,Innovatek,WH-B,19-05-2023,Air,Chicago,In Transit,25-05-2023
SHP00673,Keyboard,12,990.06,NetSys,WH-C,09-08-2023,Air,Los Angeles,In Transit,10-08-2023
SHP00674,Monitor,225,157.45,Digitron,WH-B,30-09-2023,Air,Los Angeles,Delivered,03-10-2023
SHP00675,Laptop,238,594.43,NetSys,WH-C,03-06-2023,Ship,New York,In Transit,12-06-2023
SHP00676,Keyboard,345,1215.53,GadgetPro,WH-B,06-09-2023,Ship,Chicago,Delayed,16-09-2023
SHP00677,Keyboard,195,678.53,TechCorp,WH-B,06-10-2023,Ship,Chicago,Delayed,07-10-2023
SHP00678,Tablet,64,1495.91,Digitron,WH-B,31-10-2023,Air,Chicago,Delivered,02-11-2023
SHP00679,Keyboard,397,860.64,Digitron,WH-A,03-10-2023,Truck,Los Angeles,Delivered,11-10-2023
SHP00680,Keyboard,385,515.69,GadgetPro,WH-C,02-01-2023,Ship,New York,Delayed,09-01-2023
SHP00681,Keyboard,263,369.16,NetSys,WH-A,29-03-2023,Rail,Houston,In Transit,07-04-2023
SHP00682,Keyboard,33,558.25,TechCorp,WH-B,14-10-2023,Ship,Chicago,Delayed,24-10-2023
SHP00683,Phone,171,590.17,Digitron,WH-A,10-05-2023,Rail,Chicago,Delivered,14-05-2023
SHP00684,Phone,167,149.63,TechCorp,WH-C,19-03-2023,Air,Houston,Delivered,23-03-2023
SHP00685,Tablet,91,585.88,Digitron,WH-B,17-09-2023,Rail,New York,Delayed,24-09-2023
SHP00686,Laptop,412,723.15,NetSys,WH-A,29-08-2023,Ship,Chicago,In Transit,30-08-2023
SHP00687,Keyboard,168,1097.97,Digitron,WH-A,21-05-2023,Ship,New York,In Transit,31-05-2023
SHP00688,Laptop,197,1002.26,Digitron,WH-C,16-08-2023,Truck,Chicago,Delivered,25-08-2023
SHP00689,Laptop,69,1077.71,Innovatek,WH-A,12-06-2023,Air,Phoenix,Delayed,14-06-2023
SHP00690,Tablet,412,62.13,NetSys,WH-C,24-08-2023,Rail,Chicago,Delayed,25-08-2023
SHP00691,Keyboard,314,365.62,GadgetPro,WH-B,08-05-2023,Air,Phoenix,Delivered,15-05-2023
SHP00692,Keyboard,328,1009.44,GadgetPro,WH-B,19-07-2023,Ship,New York,Delayed,25-07-2023
SHP00693,Monitor,375,751.78,NetSys,WH-A,31-01-2023,Truck,Chicago,Delivered,03-02-2023
SHP00694,Laptop,220,57.7,GadgetPro,WH-B,18-05-2023,Ship,Los Angeles,In Transit,19-05-2023
SHP00695,Laptop,415,1216.52,NetSys,WH-B,21-01-2023,Ship,Los Angeles,In Transit,26-01-2023
SHP00696,Phone,161,1170.57,GadgetPro,WH-A,22-08-2023,Ship,Houston,Delayed,01-09-2023
SHP00697,Monitor,118,845.21,Innovatek,WH-B,21-07-2023,Rail,Los Angeles,In Transit,25-07-2023
SHP00698,Phone,85,146.37,GadgetPro,WH-A,06-10-2023,Ship,Phoenix,In Transit,11-10-2023
SHP00699,Phone,39,1161.45,Digitron,WH-C,11-05-2023,Air,Los Angeles,Delivered,12-05-2023
SHP00700,Phone,323,896.38,NetSys,WH-C,28-05-2023,Air,Los Angeles,Delivered,29-05-2023
SHP00701,Tablet,495,1183.84,TechCorp,WH-C,29-01-2023,Truck,Los Angeles,Delayed,03-02-2023
SHP00702,Tablet,126,1140.03,TechCorp,WH-A,27-12-2023,Air,Chicago,Delivered,02-01-2024
SHP00703,Phone,424,1214.35,NetSys,WH-A,04-11-2023,Ship,Houston,Delayed,09-11-2023
SHP00704,Monitor,365,801.11,Innovatek,WH-B,11-06-2023,Ship,New York,Delayed,13-06-2023
SHP00705,Laptop,201,253.47,GadgetPro,WH-B,23-12-2023,Air,Houston,Delivered,01-01-2024
SHP00706,Monitor,28,1023.18,Innovatek,WH-B,06-12-2023,Truck,Phoenix,In Transit,11-12-2023
SHP00707,Keyboard,441,949.69,TechCorp,WH-B,02-03-2023,Truck,Chicago,In Transit,07-03-2023
SHP00708,Tablet,182,1126.27,NetSys,WH-B,05-05-2023,Air,Chicago,In Transit,15-05-2023
SHP00709,Laptop,237,296.33,NetSys,WH-A,12-03-2023,Rail,Los Angeles,In Transit,21-03-2023
SHP00710,Laptop,359,332.71,Innovatek,WH-A,22-11-2023,Rail,Los Angeles,Delayed,25-11-2023
SHP00711,Keyboard,192,1341.09,Innovatek,WH-C,30-12-2023,Rail,Phoenix,In Transit,04-01-2024
SHP00712,Keyboard,122,1137.47,GadgetPro,WH-C,31-08-2023,Rail,Chicago,Delayed,05-09-2023
SHP00713,Phone,192,1366.93,Digitron,WH-C,06-09-2023,Air,New York,Delivered,08-09-2023
SHP00714,Tablet,490,1150.14,Digitron,WH-C,09-08-2023,Truck,Houston,Delivered,13-08-2023
SHP00715,Tablet,155,915.88,GadgetPro,WH-A,21-01-2023,Ship,Chicago,Delayed,23-01-2023
SHP00716,Monitor,328,998.49,Digitron,WH-A,23-03-2023,Ship,New York,In Transit,28-03-2023
SHP00717,Phone,125,1339.24,TechCorp,WH-A,10-12-2023,Air,New York,Delayed,20-12-2023
SHP00718,Phone,122,889.27,Digitron,WH-B,10-01-2023,Ship,Houston,In Transit,12-01-2023
SHP00719,Phone,260,966.97,GadgetPro,WH-B,12-01-2023,Rail,New York,In Transit,22-01-2023
SHP00720,Phone,485,276.89,Digitron,WH-C,20-09-2023,Truck,Phoenix,Delayed,29-09-2023
SHP00721,Tablet,260,737.19,NetSys,WH-B,25-05-2023,Air,New York,Delayed,04-06-2023
SHP00722,Tablet,312,1088.78,Innovatek,WH-A,11-07-2023,Truck,Phoenix,In Transit,17-07-2023
SHP00723,Phone,468,442.87,TechCorp,WH-C,07-09-2023,Air,New York,Delayed,15-09-2023
SHP00724,Monitor,322,343.27,NetSys,WH-C,24-04-2023,Air,Los Angeles,In Transit,03-05-2023
SHP00725,Laptop,127,505.05,NetSys,WH-B,26-01-2023,Air,New York,Delayed,03-02-2023
SHP00726,Laptop,310,400.18,GadgetPro,WH-C,28-09-2023,Air,Phoenix,Delivered,03-10-2023
SHP00727,Monitor,170,361.62,Innovatek,WH-B,02-02-2023,Truck,New York,In Transit,07-02-2023
SHP00728,Phone,410,666.03,Innovatek,WH-B,03-03-2023,Ship,New York,Delivered,09-03-2023
SHP00729,Tablet,207,1366.37,TechCorp,WH-C,17-08-2023,Air,New York,Delayed,18-08-2023
SHP00730,Laptop,269,785.24,GadgetPro,WH-B,30-10-2023,Rail,Phoenix,Delivered,07-11-2023
SHP00731,Keyboard,157,322.48,TechCorp,WH-B,05-04-2023,Air,New York,Delayed,07-04-2023
SHP00732,Keyboard,249,161.61,Digitron,WH-B,04-02-2023,Truck,Houston,In Transit,10-02-2023
SHP00733,Monitor,56,1059.43,NetSys,WH-B,12-07-2023,Air,Houston,Delayed,21-07-2023
SHP00734,Phone,484,605.06,TechCorp,WH-C,17-03-2023,Rail,Phoenix,Delayed,20-03-2023
SHP00735,Laptop,408,1241.65,NetSys,WH-A,06-09-2023,Truck,Los Angeles,In Transit,08-09-2023
SHP00736,Phone,207,1006.29,GadgetPro,WH-A,24-03-2023,Air,Houston,Delayed,03-04-2023
SHP00737,Laptop,56,1204.55,Digitron,WH-B,25-01-2023,Rail,Chicago,In Transit,30-01-2023
SHP00738,Monitor,87,444.32,GadgetPro,WH-B,26-02-2023,Truck,Houston,Delayed,07-03-2023
SHP00739,Monitor,133,1053.92,Digitron,WH-B,01-02-2023,Air,Chicago,In Transit,07-02-2023
SHP00740,Keyboard,84,432.89,Digitron,WH-A,15-11-2023,Rail,Phoenix,Delivered,23-11-2023
SHP00741,Phone,368,1411.65,NetSys,WH-B,12-01-2023,Truck,Los Angeles,Delayed,20-01-2023
SHP00742,Keyboard,146,972.74,GadgetPro,WH-C,15-11-2023,Air,Chicago,Delayed,22-11-2023
SHP00743,Phone,99,520.54,GadgetPro,WH-C,29-11-2023,Truck,Chicago,Delayed,04-12-2023
SHP00744,Keyboard,409,440.79,TechCorp,WH-C,02-04-2023,Rail,Houston,In Transit,04-04-2023
SHP00745,Tablet,334,326.84,GadgetPro,WH-A,01-01-2023,Air,Chicago,Delayed,11-01-2023
SHP00746,Tablet,70,1057.23,TechCorp,WH-B,22-11-2023,Air,Phoenix,In Transit,02-12-2023
